     LAMBDA/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,      solmain1,         fpi21,           fpi,         fpi22,   solsample_z,       solpi21,      solpi21a,     solpi22.3,       solpic1,       solpic2,        Q_coil,     solmain1s,          none,         cc1r1,       loop0yh,         cc3r1,        loop0z,     solphase1,     solphase2,   solanalyzer,      solguide,         cc1y1,         cc1y2,         cc3y1,         cc3y2,         cc1z1,         cc1z2,         cc3z1,    solphase1s,     solmain1h,    solsample1,        loop1z,        loop1y,        loop2z,        loop2y,        solaux,  solphase1ccx,  solphase1ccy,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
     Lambda/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,     pow01: main,     pow02: pi21,     pow03: pi  ,     pow04: pi22,          pow05,          pow06,          pow07,          pow08,          pow09,         pow10,         pow11,         pow12,         pow13,         pow16,         pow17,         pow18,         pow19,    pow20: pha1,         pow21,         pow22,         pow23,         pow24,         pow25,         pow26,         pow27,         pow28,         pow29,         pow30,         pow32,         pow33,         pow34,         pow35,         pow36,         pow37,         pow38,          dum1,          dum2,          dum3,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
             8,       0.32656,          0.27,           101,      101.0047,        0.4507,     -2121.551,             0,      141.5684,    -0.2448069,    -0.3652084,    -0.4215838,      1.866217,      1.710262,      7.661931,     -0.362991,             0,            -0,             0,             0,             0,      56.62305,    0.09988409,      49.86682,             0,     0.2053505,             0,             9,            -5,    -0.8930194,    -0.8930194,     0.4093238,     0.4093238,    -0.3992017,    -0.3992017,   -0.05019396,             0,             0,      1.516862,     -10.51443,      6.023633,      10.70797,     -5.525863,             0,      -66.8152,             0,      19.79513,             0,             0,     -80.10244,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,      1.060164,             1,    1775157513 
             8,       0.32656,          0.28,           1.1,      1.100038,      0.999905,     -2121.551,             0,      1.445868,    -0.2451013,    -0.3603266,    -0.4214607,       1.34047,     0.8412389,     -1.153073,    -0.5344038,             0,            -0,             0,             0,             0,      0.438149,    0.01052391,     0.2365117,             0,    -0.6041207,             0,             9,            -5,    -0.1196112,    -0.1196112,    0.03261426,    0.03261426,    0.06863586,    0.06863586, -0.0005458551,             0,             0,      1.831916,     -5.848776,     0.0785188,      6.953286,    -0.7428566,             0,    -0.5170158,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.01154621,             1,    1775157542 
             8,       0.32656,          0.28,           1.5,      1.500044,      0.999824,     -2121.551,             0,       2.00745,    -0.2451006,    -0.3603444,     -0.421461,      1.342405,     0.8446751,      -1.11924,    -0.5337145,             0,            -0,             0,             0,             0,     0.6522864,    0.01074292,     0.3622736,             0,    -0.6010785,             0,             9,            -5,    -0.1214218,    -0.1214218,    0.03412356,    0.03412356,    0.06965543,    0.06965543, -0.0007444681,             0,             0,      1.830694,     -5.860642,    0.09430736,      6.962811,    -0.7550748,             0,    -0.7696979,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.01574474,             1,    1775157557 
             8,       0.32656,          0.28,             2,      2.000053,      0.999688,     -2121.551,             0,      2.709351,    -0.2450995,    -0.3603668,    -0.4214615,      1.344825,     0.8489814,     -1.076531,     -0.532852,             0,            -0,             0,             0,             0,      0.910782,    0.01105461,     0.5403788,             0,     -0.597556,             0,             9,            -5,    -0.1188883,    -0.1188883,    0.03387634,    0.03387634,    0.06782352,    0.06782352, -0.0009927746,             0,             0,      1.829186,     -5.877418,     0.1169833,      6.976291,    -0.7715564,             0,     -1.074723,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.02099293,             1,    1775157574 
             8,       0.32656,          0.28,           2.7,      2.700067,      0.999431,     -2121.551,             0,      3.691722,    -0.2450979,    -0.3603981,    -0.4214622,      1.348216,     0.8550236,     -1.016234,    -0.5316444,             0,            -0,             0,             0,             0,       1.29283,    0.01153729,     0.8153387,             0,     -0.591604,             0,             9,            -5,    -0.1158885,    -0.1158885,    0.03371873,    0.03371873,    0.06680667,    0.06680667,   -0.00134045,             0,             0,      1.827029,     -5.903303,     0.1515171,      6.997109,    -0.7969847,             0,     -1.525539,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.02834041,             1,    1775157592 
             8,       0.32656,          0.28,           3.6,      3.600086,      0.998988,     -2121.551,             0,      4.954635,    -0.2450957,    -0.3604384,    -0.4214631,      1.352583,     0.8628001,    -0.9383969,    -0.5300907,             0,            -0,             0,             0,             0,      1.787899,    0.01218644,      1.184551,             0,    -0.5846352,             0,             9,            -5,    -0.1158188,    -0.1158188,    0.03509366,    0.03509366,    0.06473672,    0.06473672,  -0.001787517,             0,             0,      1.824242,     -5.938049,     0.1972091,      7.025061,    -0.8315847,             0,     -2.109721,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.03778719,             1,    1775157611 
             8,       0.32656,          0.28,           4.8,      4.800114,      0.998202,     -2121.551,             0,      6.638286,    -0.2450926,    -0.3604922,    -0.4214644,      1.358412,     0.8731899,    -0.8338746,    -0.5280195,             0,            -0,             0,             0,             0,       2.45085,    0.01311927,      1.713911,             0,    -0.5731525,             0,             9,            -5,    -0.1165859,    -0.1165859,    0.03608381,    0.03608381,    0.06521643,    0.06521643,  -0.002383665,             0,             0,      1.820525,     -5.987834,      0.262497,      7.065133,    -0.8807829,             0,     -2.892003,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.0503829,             1,    1775157632 
             8,       0.32656,          0.28,           6.4,      6.400152,      0.996805,     -2121.551,             0,      8.883089,    -0.2450884,    -0.3605642,    -0.4214662,      1.366209,     0.8870408,    -0.6945626,    -0.5252567,             0,            -0,             0,             0,             0,      3.343228,    0.01435887,      2.417316,             0,    -0.5596659,             0,             9,            -5,    -0.1241495,    -0.1241495,     0.0418624,     0.0418624,     0.0534802,     0.0534802,  -0.003178596,             0,             0,      1.815541,     -6.053996,     0.3479973,      7.118384,    -0.9475676,             0,     -3.945009,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.0671772,             1,    1775157653 
             8,       0.32656,          0.28,           8.5,      8.500198,      0.994371,     -2121.551,             0,      11.83393,    -0.2450827,     -0.361053,    -0.4214686,      1.419182,     0.9044417,    -0.5126285,     -0.520043,             0,            -0,             0,             0,             0,      4.524251,      70.37838,      3.379226,             0,    -0.3984745,             0,             9,            -5,    -0.4048039,    -0.4048039,    0.09329673,    0.09329673,    0.04774176,    0.04774176,  -0.004222014,             0,             0,       1.67728,     -6.146672,    -0.2036849,      7.189075,     -0.442679,             0,     -5.338616,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,    0.08921968,             1,    1775157677 
             8,       0.32656,          0.28,            11,      11.00026,      0.990591,     -2121.551,             0,      15.34112,    -0.2450758,    -0.3611088,    -0.4214715,      1.425196,     0.9261391,    -0.2935677,    -0.5157604,             0,            -0,             0,             0,             0,      5.884825,      68.66597,      4.545136,             0,    -0.3835424,             0,             9,            -5,    -0.4217707,    -0.4217707,     0.1013117,     0.1013117,    0.04557031,    0.04557031,   -0.00546425,             0,             0,       1.67277,     -6.255939,   -0.04637751,      7.277615,    -0.5675876,             0,     -6.944094,             0,      20.53608,             0,             0,     -79.73196,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      265.2594,     0.1154608,             1,    1775157702 
